typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Ritterling 14,Ritterling 14,Ritt. 14|Ritt.14|Ritter. 14|Ritter.14,Terra sigillata flanged bowl,Terra sigillata geflensd kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,South Gaulish / Italian (early imports),10,70,certain,Ritterling 1912
Ritterling 2,Ritterling 2,Ritt. 2|Ritt.2|Ritter. 2|Ritter.2,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-10,30,certain,Ritterling 1912
Ritterling 5,Ritterling 5,Ritt. 5|Ritt.5|Ritter. 5|Ritter.5,Terra sigillata hemispherical cup,Terra sigillata halfbolvormige beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),10,70,certain,Ritterling 1912
Ritterling 8,Ritterling 8,Ritt. 8|Ritt.8|Ritter. 8|Ritter.8,Terra sigillata carinated cup,Terra sigillata geknikt beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),-5,60,certain,Ritterling 1912
Ritterling 9,Ritterling 9,Ritt. 9|Ritt.9|Ritter. 9|Ritter.9,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,South Gaulish / Italian (early imports),15,60,certain,Ritterling 1912
Stuart 1,Stuart 1,St. 1|St.1|Stu. 1|Stu.1,Coated ware beaker,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,40,110,certain,Stuart 1977
Stuart 10,Stuart 10,St. 10|St.10|Stu. 10|Stu.10,Coated ware plate,geslibd aardewerk bord,Gefärbte Keramik Teller,Céramique engobée assiette,color-coated ware,plate,Rhineland / Low Countries regional,-10,150,certain,Stuart 1977
Stuart 102/Haltern 48,Stuart 102/Haltern 48,St. 102/Haltern 48|St.102/Haltern 48|Stu. 102/Haltern 48|Stu.102/Haltern 48,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 103,Stuart 103,St. 103|St.103|Stu. 103|Stu.103,jug,kruik,Krug,cruche,,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 106,Stuart 106,St. 106|St.106|Stu. 106|Stu.106,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 106/108,Stuart 106/108,St. 106/108|St.106/108|Stu. 106/108|Stu.106/108,Smooth-walled ring-neck flagon,gladwandig ringhals kruik,Glatttonige Keramik Krug,Céramique lissée flacon,smooth-walled ware,flagon,Rhineland / Low Countries regional,40,260,certain,Stuart 1977
Stuart 108,Stuart 108,St. 108|St.108|Stu. 108|Stu.108,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 109,Stuart 109,St. 109|St.109|Stu. 109|Stu.109,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 11,Stuart 11,St. 11|St.11|Stu. 11|Stu.11,painted plate,geverfd bord,Teller,assiette,,plate,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 112B,Stuart 112B,St. 112B|St.112B|Stu. 112B|Stu.112B,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 12,Stuart 12,St. 12|St.12|Stu. 12|Stu.12,painted plate,geverfd bord,Teller,assiette,,plate,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 129,Stuart 129,St. 129|St.129|Stu. 129|Stu.129,Smooth-walled small jug,gladwandig klein kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 13,Stuart 13,St. 13|St.13|Stu. 13|Stu.13,painted plate,geverfd bord,Teller,assiette,,plate,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 132,Stuart 132,St. 132|St.132|Stu. 132|Stu.132,Stand amphora,standamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
Stuart 132B,Stuart 132B,St. 132B|St.132B|Stu. 132B|Stu.132B,pottery,aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 133,Stuart 133,St. 133|St.133|Stu. 133|Stu.133,jug,kruik,Krug,cruche,,jug,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 146,Stuart 146,St. 146|St.146|Stu. 146|Stu.146,Smooth-walled honey pot,gladwandig honingpot,Glatttonige Keramik Topf,Céramique lissée pot,smooth-walled ware,jar,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
Stuart 147,Stuart 147,St. 147|St.147|Stu. 147|Stu.147,pottery,aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 15,Stuart 15,St. 15|St.15|Stu. 15|Stu.15,Coated ware plate,geslibd aardewerk bord,Gefärbte Keramik Teller,Céramique engobée assiette,color-coated ware,plate,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 151,Stuart 151,St. 151|St.151|Stu. 151|Stu.151,Smooth-walled beaker,gladwandig beker,Glatttonige Keramik Becher,Céramique lissée gobelet,smooth-walled ware,beaker,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
Stuart 155,Stuart 155,St. 155|St.155|Stu. 155|Stu.155,smooth-walled pitcher,gladwandige kan,Glatttonige Keramik,Céramique lissée,smooth-walled ware,,Rhineland / Low Countries regional,70,250,certain,Stuart 1977
Stuart 1B,Stuart 1B,St. 1B|St.1B|Stu. 1B|Stu.1B,Coated ware roughcast beaker,geslibd aardewerk zandruw beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 2,Stuart 2,St. 2|St.2|Stu. 2|Stu.2,Coated ware beaker,geslibd aardewerk beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 201,Stuart 201,St. 201|St.201|Stu. 201|Stu.201,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Low Countries regional,40,200,certain,Stuart 1977
Stuart 204,Stuart 204,St. 204|St.204|Stu. 204|Stu.204,beaker,beker,Becher,gobelet,,beaker,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 204A,Stuart 204A,St. 204A|St.204A|Stu. 204A|Stu.204A,rough-walled beaker,ruwwandige beker,Becher,gobelet,,beaker,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 204B,Stuart 204B,St. 204B|St.204B|Stu. 204B|Stu.204B,Coarse ware beaker,ruwwandig aardewerk beker,Rauwandige Keramik Becher,Céramique commune gobelet,coarse ware,beaker,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 205,Stuart 205,St. 205|St.205|Stu. 205|Stu.205,rough-walled cooking pot,ruwwandige (kook)pot,Kochtopf,pot culinaire,,cooking pot,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 209,Stuart 209,St. 209|St.209|Stu. 209|Stu.209,thin-walled wheel-thrown pottery,"dunwandig aardewerk, gedraaid",Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 213,Stuart 213,St. 213|St.213|Stu. 213|Stu.213,Coarse ware handled pot,ruwwandig aardewerk pot met oor,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland / Low Countries regional,100,300,certain,Stuart 1977
Stuart 213A,Stuart 213A,St. 213A|St.213A|Stu. 213A|Stu.213A,rough-walled cooking pot,ruwwandige (kook)pot,Kochtopf,pot culinaire,,cooking pot,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 213B,Stuart 213B,St. 213B|St.213B|Stu. 213B|Stu.213B,rough-walled cooking pot,ruwwandige (kook)pot,Kochtopf,pot culinaire,,cooking pot,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 214,Stuart 214,St. 214|St.214|Stu. 214|Stu.214,rough-walled pitcher,ruwwandige kan,,,,,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 214A,Stuart 214A,St. 214A|St.214A|Stu. 214A|Stu.214A,rough-walled pitcher,ruwwandige kan,,,,,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 215,Stuart 215,St. 215|St.215|Stu. 215|Stu.215,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 216,Stuart 216,St. 216|St.216|Stu. 216|Stu.216,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
Stuart 217,Stuart 217,St. 217|St.217|Stu. 217|Stu.217,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,100,260,certain,Stuart 1977
Stuart 218,Stuart 218,St. 218|St.218|Stu. 218|Stu.218,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Low Countries regional,150,300,certain,Stuart 1977
Stuart 219,Stuart 219,St. 219|St.219|Stu. 219|Stu.219,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland / Low Countries regional,70,200,certain,Stuart 1977
Stuart 22,Stuart 22,St. 22|St.22|Stu. 22|Stu.22,painted bowl,geverfde kom,Schüssel,bol,,bowl,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 24,Stuart 24,St. 24|St.24|Stu. 24|Stu.24,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 24s,Stuart 24s,St. 24s|St.24s|Stu. 24s|Stu.24s,pottery,aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 30,Stuart 30,St. 30|St.30|Stu. 30|Stu.30,ointment bottle,zalffles,,,,,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 30/31,Stuart 30/31,St. 30/31|St.30/31|Stu. 30/31|Stu.30/31,ointment bottle,zalffles,,,,,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 301,Stuart 301,St. 301|St.301|Stu. 301|Stu.301,bronzed pottery,gebronsd aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 302,Stuart 302,St. 302|St.302|Stu. 302|Stu.302,bronzed pottery,gebronsd aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 306,Stuart 306,St. 306|St.306|Stu. 306|Stu.306,bronzed pottery,gebronsd aardewerk,Topf,pot,,jar,Rhineland / Low Countries regional,70,275,certain,Stuart 1977
Stuart 31,Stuart 31,St. 31|St.31|Stu. 31|Stu.31,ointment bottle,zalffles,,,,,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Stuart 7,Stuart 7,St. 7|St.7|Stu. 7|Stu.7,painted pitcher,geverfde kan,,,,,Rhineland / Low Countries regional,70,150,certain,Stuart 1977
Trier 1,Trier 1,Trier 1|Trier1,Trier Spruchbecher (motto cup),Trier Spruchbecher,Trierer Ware Becher,Céramique de Trèves gobelet,Trier ware,cup,Rhineland (Trier / Augusta Treverorum),220,350,certain,Hussong & Cüppers 1972
Trier 2,Trier 2,Trier 2|Trier2,Trier Schüssel (carinated bowl),Trier schaal,Trierer Ware Schüssel,Céramique de Trèves bol,Trier ware,bowl,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
Trier 3,Trier 3,Trier 3|Trier3,Trier painted ware vessel,Trier beschilderd aardewerk,Trierer Ware,Céramique de Trèves,Trier ware,,Rhineland (Trier / Augusta Treverorum),300,420,certain,Hussong & Cüppers 1972
Trier 4,Trier 4,Trier 4|Trier4,Trier Kochtopf (cooking pot),Trier kookpot,Trierer Ware Kochtopf,Céramique de Trèves pot culinaire,Trier ware,cooking pot,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
Trier 5,Trier 5,Trier 5|Trier5,Trier Krug (jug),Trier kruik,Trierer Ware Krug,Céramique de Trèves cruche,Trier ware,jug,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
Trier 6,Trier 6,Trier 6|Trier6,Trier Mortarium,Trier mortarium,Trierer Ware Reibschüssel,Céramique de Trèves mortier,Trier ware,mortarium,Rhineland (Trier / Augusta Treverorum),200,400,certain,Hussong & Cüppers 1972
Trier 7,Trier 7,Trier 7|Trier7,Trier Becher (beaker),Trier beker,Trierer Ware Becher,Céramique de Trèves gobelet,Trier ware,beaker,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
Trier 8,Trier 8,Trier 8|Trier8,Trier Teller (plate),Trier bord,Trierer Ware Teller,Céramique de Trèves assiette,Trier ware,plate,Rhineland (Trier / Augusta Treverorum),250,420,certain,Hussong & Cüppers 1972
Trier D1,Trier D1,Trier D1|TrierD1,pitcher,kan,,,,,Rhineland (Trier / Augusta Treverorum),280,355,certain,Hussong & Cüppers 1972
"Trier I, 37a","Trier I, 37a","Trier I, 37a|TrierI, 37a",plate,bord,Teller,assiette,,plate,Rhineland (Trier / Augusta Treverorum),280,355,certain,Hussong & Cüppers 1972
"Trier II, 56a","Trier II, 56a","Trier II, 56a|TrierII, 56a",plate,bord,Teller,assiette,,plate,Rhineland (Trier / Augusta Treverorum),280,355,certain,Hussong & Cüppers 1972
Trier III 40a,Trier III 40a,Trier III 40a|TrierIII 40a,Trier bowl,Trier kom,Trier Schüssel,Bol de Trèves,Trier ware,bowl,Rhineland (Trier / Augusta Treverorum),280,355,certain,Hussong & Cüppers 1972
"Trier III, 40a","Trier III, 40a","Trier III, 40a|TrierIII, 40a",Trier bowl,Trier kom,Trier Schüssel,Bol de Trèves,Trier ware,bowl,Rhineland (Trier / Augusta Treverorum),280,355,certain,Hussong & Cüppers 1972
Van Ossel 1,Van Ossel 1,VO 1|VO1,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,270,400,certain,Van Ossel 1992
Van Ossel 10,Van Ossel 10,VO 10|VO10,Argonnian terra sigillata bowl,Argonnische terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
Van Ossel 11,Van Ossel 11,VO 11|VO11,Argonnian terra sigillata plate,Argonnische terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
Van Ossel 12,Van Ossel 12,VO 12|VO12,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,NE Gaul / Rhineland,300,430,certain,Van Ossel 1992
Van Ossel 13,Van Ossel 13,VO 13|VO13,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,270,450,certain,Van Ossel 1992
Van Ossel 14,Van Ossel 14,VO 14|VO14,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 15,Van Ossel 15,VO 15|VO15,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
Van Ossel 16,Van Ossel 16,VO 16|VO16,Late Roman coarse ware cooking pot,laat-Romeins ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
Van Ossel 17,Van Ossel 17,VO 17|VO17,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 18,Van Ossel 18,VO 18|VO18,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 19,Van Ossel 19,VO 19|VO19,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 2,Van Ossel 2,VO 2|VO2,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,270,400,certain,Van Ossel 1992
Van Ossel 20,Van Ossel 20,VO 20|VO20,Late Roman coarse ware bowl,laat-Romeins ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
Van Ossel 21,Van Ossel 21,VO 21|VO21,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 22,Van Ossel 22,VO 22|VO22,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 23,Van Ossel 23,VO 23|VO23,Late Roman coarse ware plate,laat-Romeins ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,NE Gaul / Rhineland,350,500,certain,Van Ossel 1992
Van Ossel 24,Van Ossel 24,VO 24|VO24,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 25,Van Ossel 25,VO 25|VO25,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 26,Van Ossel 26,VO 26|VO26,Late Roman storage jar,laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
Van Ossel 27,Van Ossel 27,VO 27|VO27,Late Roman dolium,laat-Romeins dolium,Spätrömische Keramik,Céramique du Bas-Empire,late Roman ware,,NE Gaul / Rhineland,270,450,certain,Van Ossel 1992
Van Ossel 28,Van Ossel 28,VO 28|VO28,Late Roman coarse ware jug,laat-Romeins ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune cruche,coarse ware,jug,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 29,Van Ossel 29,VO 29|VO29,Late Roman coarse ware flagon,laat-Romeins ruwwandig aardewerk kruik,Rauwandige Keramik Krug,Céramique commune flacon,coarse ware,flagon,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 3,Van Ossel 3,VO 3|VO3,Late Roman color-coated beaker,laat-Romeins geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,NE Gaul / Rhineland,300,420,certain,Van Ossel 1992
Van Ossel 30,Van Ossel 30,VO 30|VO30,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 31,Van Ossel 31,VO 31|VO31,Late Roman mortarium,laat-Romeins mortarium,Spätrömische Keramik Reibschüssel,Céramique du Bas-Empire mortier,late Roman ware,mortarium,NE Gaul / Rhineland,300,450,certain,Van Ossel 1992
Van Ossel 32,Van Ossel 32,VO 32|VO32,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,NE Gaul / Rhineland,270,420,certain,Van Ossel 1992
Van Ossel 33,Van Ossel 33,VO 33|VO33,Late Roman coarse ware lid,laat-Romeins ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
Van Ossel 34,Van Ossel 34,VO 34|VO34,Handmade late Roman cooking pot,handgevormd laat-Romeins kookpot,Handgemachte Keramik Kochtopf,Céramique faite à la main pot culinaire,handmade ware,cooking pot,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
Van Ossel 35,Van Ossel 35,VO 35|VO35,Handmade late Roman storage jar,handgevormd laat-Romeins voorraadpot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
Van Ossel 36,Van Ossel 36,VO 36|VO36,Handmade late Roman bowl,handgevormd laat-Romeins kom,Handgemachte Keramik Schüssel,Céramique faite à la main bol,handmade ware,bowl,NE Gaul / Rhineland,270,500,certain,Van Ossel 1992
Van Ossel 37,Van Ossel 37,VO 37|VO37,Handmade late Roman plate,handgevormd laat-Romeins bord,Handgemachte Keramik Teller,Céramique faite à la main assiette,handmade ware,plate,NE Gaul / Rhineland,300,500,certain,Van Ossel 1992
