id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
930,Vanvinckenroye 45,,Vanv. 45|Vanv.45|VV 45|VV45,Tongeren coarse ware pot,Tongerse ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland / Tongeren region (Belgium),40,150,certain,Vanvinckenroye 1991
931,Vanvinckenroye 47,,Vanv. 47|Vanv.47|VV 47|VV47,Tongeren coarse ware pot,Tongerse ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Rhineland / Tongeren region (Belgium),40,150,certain,Vanvinckenroye 1991
932,Vanvinckenroye 479,,Vanv. 479|Vanv.479|VV 479|VV479,Tongeren late Roman pot,Tongerse laat-Romeins pot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,Rhineland / Tongeren region (Belgium),250,400,certain,Vanvinckenroye 1991
933,Vanvinckenroye 48,,Vanv. 48|Vanv.48|VV 48|VV48,Tongeren coarse ware cooking pot,Tongerse ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Tongeren region (Belgium),70,200,certain,Vanvinckenroye 1991
934,Vanvinckenroye 520,,Vanv. 520|Vanv.520|VV 520|VV520,Tongeren late Roman cooking pot,Tongerse laat-Romeins kookpot,Spätrömische Keramik Kochtopf,Céramique du Bas-Empire pot culinaire,late Roman ware,cooking pot,Rhineland / Tongeren region (Belgium),250,400,certain,Vanvinckenroye 1991
935,Vanvinckenroye 55,,Vanv. 55|Vanv.55|VV 55|VV55,Tongeren coarse ware bowl,Tongerse ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Tongeren region (Belgium),40,150,certain,Vanvinckenroye 1991
936,Vanvinckenroye 550,,Vanv. 550|Vanv.550|VV 550|VV550,Tongeren late Roman storage jar,Tongerse laat-Romeins voorraadpot,Spätrömische Keramik Topf,Céramique du Bas-Empire pot,late Roman ware,jar,Rhineland / Tongeren region (Belgium),300,450,certain,Vanvinckenroye 1991
937,Vanvinckenroye 57,,Vanv. 57|Vanv.57|VV 57|VV57,Tongeren coarse ware bowl,Tongerse ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Tongeren region (Belgium),70,200,certain,Vanvinckenroye 1991
938,Vanvinckenroye 8,,Vanv. 8|Vanv.8|VV 8|VV8,Tongeren fine ware beaker,Tongerse fijnwandig aardewerk beker,Feinkeramik Becher,Céramique fine gobelet,fine ware,beaker,Rhineland / Tongeren region (Belgium),-10,70,certain,Vanvinckenroye 1991
939,Vanvinckenroye 85,,Vanv. 85|Vanv.85|VV 85|VV85,Tongeren smooth-walled jug,Tongerse gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Tongeren region (Belgium),70,200,certain,Vanvinckenroye 1991
940,Wijster 1,,Wij. 1|Wij.1,Handmade wide-mouthed jar,handgevormd wijdmondige pot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,Local — Northern Netherlands,150,425,approximate,Van Es 1967
941,Wijster 2,,Wij. 2|Wij.2,Handmade biconical jar,handgevormd biconische pot,Handgemachte Keramik Topf,Céramique faite à la main pot,handmade ware,jar,Local — Northern Netherlands,150,350,approximate,Van Es 1967
942,Wijster 3,,Wij. 3|Wij.3,Handmade situla,handgevormd situla,Handgemachte Keramik Situla,Céramique faite à la main situle,handmade ware,situla,Local — Northern Netherlands,150,350,approximate,Van Es 1967
943,Wijster 4,,Wij. 4|Wij.4,Handmade bowl,handgevormd kom,Handgemachte Keramik Schüssel,Céramique faite à la main bol,handmade ware,bowl,Local — Northern Netherlands,150,425,approximate,Van Es 1967
944,Wijster 5,,Wij. 5|Wij.5,Handmade carinated cup,handgevormd geknikt beker,Handgemachte Keramik Becher,Céramique faite à la main gobelet,handmade ware,cup,Local — Northern Netherlands,150,350,approximate,Van Es 1967
945,Wijster 6,,Wij. 6|Wij.6,Native wheel-thrown jar,inheems gedraaid pot,Einheimische Keramik Topf,Céramique indigène pot,native ware,jar,Local — Northern Netherlands,200,425,approximate,Van Es 1967
946,Wijster 7,,Wij. 7|Wij.7,Native coarse ware cooking pot,inheems ruwwandig aardewerk kookpot,Einheimische Keramik Kochtopf,Céramique indigène pot culinaire,native ware,cooking pot,Local — Northern Netherlands,150,400,approximate,Van Es 1967
947,Wijster 8,,Wij. 8|Wij.8,Native storage vessel,inheems voorraadvat,Einheimische Keramik Vorratsgefäß,Céramique indigène récipient de stockage,native ware,storage vessel,Local — Northern Netherlands,150,400,approximate,Van Es 1967
949,handgevormd inheems aardewerk,,,Handmade native pottery,handgevormd inheems aardewerk,Handgemachte einheimische Keramik,Céramique indigène faite à la main,handmade ware,jar,Local — Netherlands / Belgium,-50,70,approximate,Van den Broeke 1987
950,Pompejaans-rood,,,Pompeian red ware,Pompejaans rood aardewerk,Pompejanisch-rote Ware,Céramique rouge pompéienne,fine ware,plate,Italian / Campanian,-50,100,certain,Bats 1988
951,firmalamp,,Firmalampe,Firmalampe,firmalamp,Firmalampe,Lampe à firme,oil lamp,lamp,Italian / Rhineland,40,200,certain,Loeschcke 1919
952,Dragendorff 15,Dragendorff 17,Drag. 15|Dr. 15|D.15,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,South Gaulish,-10,100,certain,Dragendorff 1895
953,Dragendorff 17,Dragendorff 15,Drag. 17|Dr. 17|D.17,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,South Gaulish,-10,100,certain,Dragendorff 1895
954,Dragendorff 18R,,Drag. 18R|Dr. 18R,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Central Gaulish,70,180,certain,Oswald & Pryce 1920
955,Dragendorff 37R,,Drag. 37R|Dr. 37R,Terra sigillata decorated bowl,Terra sigillata versierd kom,Terra Sigillata verzierte Schüssel,Sigillée bol décoré,terra sigillata,bowl,Central Gaulish,70,250,certain,Oswald & Pryce 1920
956,Chenet 345,,Chn. 345|Ch. 345,Argonnian terra sigillata cup,Argonnische terra sigillata beker,Argonnische Terra Sigillata Becher,Sigillée argonnaise gobelet,terra sigillata,cup,Argonnian (NE France),300,420,probable,Chenet 1941
957,Chenet 348,,Chn. 348|Ch. 348,Argonnian terra sigillata jug,Argonnische terra sigillata kruik,Argonnische Terra Sigillata Krug,Sigillée argonnaise cruche,terra sigillata,jug,Argonnian (NE France),300,420,probable,Chenet 1941
958,Dressel 1,Dressel 1A|Dressel 1B|Dressel 1C,Dres. 1,Italian wine amphora,Italische wijnamfoor,Italische Weinamphore,Amphore à vin italique,amphora,amphora,Italian (Campania / Etruria),-150,-10,certain,Dressel 1899
959,Dressel 2,Dressel 2-4,Dres. 2,Italian/Spanish wine amphora,Italische/Spaanse wijnamfoor,Italische/Spanische Weinamphore,Amphore à vin italique/espagnole,amphora,amphora,Italian then Spanish (Tarraconensis),-30,150,certain,Dressel 1899
960,Dressel 3,Dressel 2-4,Dres. 3,Italian/Spanish wine amphora,Italische/Spaanse wijnamfoor,Italische/Spanische Weinamphore,Amphore à vin italique/espagnole,amphora,amphora,Italian then Spanish,-30,150,certain,Dressel 1899
961,Dressel 4,Dressel 2-4,Dres. 4,Italian/Spanish wine amphora,Italische/Spaanse wijnamfoor,Italische/Spanische Weinamphore,Amphore à vin italique/espagnole,amphora,amphora,Italian then Spanish,-30,150,certain,Dressel 1899
962,Alzey 28v,,Alz. 28v|Alz.28v|Al. 28v|Al.28v,bowl,kom,Schüssel,bol,,bowl,Rhineland (Rheinzabern / Speyer region),365,435,certain,Unverzagt 1916
963,Alzey 31,,Alz. 31|Alz.31|Al. 31|Al.31,mortarium,wrijfschaal,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Rhineland (Rheinzabern / Speyer region),365,435,certain,Unverzagt 1916
964,Brabant/Hien 2,,B/H 2|B/H2|Brabant/Hien 2|Brabant/Hien2,Belgian grey: pot,Belgisch grijs:pot,Topf,pot,,jar,Local — Southern Netherlands / Northern Belgium,70,150,approximate,Van den Broeke 1987; Hiddink 2010
965,Brulet H33,,Brul. H33|Brul.H33,mortarium,wrijfschaal,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Romano-Belgian (Belgium / NE Gaul),365,435,approximate,Brulet et al. 2010
966,Brunsting 20,,Br. 20|Br.20|Bru. 20|Bru.20|Brunst. 20|Brunst.20,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Nijmegen region,70,150,certain,Brunsting 1937
967,Brunsting 4b,,Br. 4b|Br.4b|Bru. 4b|Bru.4b|Brunst. 4b|Brunst.4b,rough-walled cooking pot,ruwwandige (kook)pot,Kochtopf,pot culinaire,,cooking pot,Rhineland / Nijmegen region,70,250,certain,Brunsting 1937
968,Brunsting 5c,,Br. 5c|Br.5c|Bru. 5c|Bru.5c|Brunst. 5c|Brunst.5c,smooth-walled jug,gladwandige kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Nijmegen region,70,250,certain,Brunsting 1937
969,Chenet 302,,Chn. 302|Chn.302|Ch. 302|Ch.302,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),320,450,certain,Chenet 1941
970,Chenet 333b,,Chn. 333b|Chn.333b|Ch. 333b|Ch.333b,terra sigillata bowl,terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Argonnian (NE France — Argonne Forest),300,450,certain,Chenet 1941
971,Conspectus 13,,Cons. 13|Cons.13|Consp. 13|Consp.13,Arretine terra sigillata form,Arretijnse terra sigillata vorm,,,,,Italian (Arretine — Arezzo),-20,50,certain,Ettlinger et al. 1990
972,Conspectus 15,,Cons. 15|Cons.15|Consp. 15|Consp.15,Arretine terra sigillata form,Arretijnse terra sigillata vorm,,,,,Italian (Arretine — Arezzo),-20,50,certain,Ettlinger et al. 1990
973,Dangstetten D2,,Dan. D2|Dan.D2|Dang. D2|Dang.D2,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (pre-Tiberian),-15,-9,certain,Fingerlin 1986
974,Dangstetten D3,,Dan. D3|Dan.D3|Dang. D3|Dang.D3,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (pre-Tiberian),-15,-9,certain,Fingerlin 1986
975,Dangstetten D4,,Dan. D4|Dan.D4|Dang. D4|Dang.D4,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (pre-Tiberian),-15,-9,certain,Fingerlin 1986
976,Dressel 14A,,Dres. 14A|Dres.14A,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,150,certain,Dressel 1899; Callender 1965
977,Dressel 1s,,Dres. 1s|Dres.1s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-150,-10,certain,Dressel 1899; Callender 1965
978,Dressel 20s,,Dres. 20s|Dres.20s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",30,300,certain,Dressel 1899; Callender 1965
979,Dressel 21,,Dres. 21|Dres.21,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
980,Dressel 22,,Dres. 22|Dres.22,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
981,Dressel 27,,Dres. 27|Dres.27,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",50,250,certain,Dressel 1899; Callender 1965
982,Dressel 4s,,Dres. 4s|Dres.4s,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,"varies by type (Italian, Spanish, Gallic, African)",-30,150,certain,Dressel 1899; Callender 1965
983,Déchelette 64,,Déch. 64|Déch.64|Dec. 64|Dec.64,terra sigillata form,terra sigillata vorm,Terra Sigillata,Sigillée,terra sigillata,,Central Gaulish (Lezoux and related centres),100,200,certain,Déchelette 1904
984,FG1a,,,Cheese strainer,kaasvorm,Käseform,Écumoire à fromage,fine ware,cheese strainer,,40,120,probable,
985,Gauloise 14,,Gaul. 14|Gaul.14|Gauloise 14|Gauloise14,amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,South Gaul (Languedoc — Narbonnaise),20,150,certain,Laubenheimer 1985
986,Gellep 105,,Gellep 105|Gellep105|Pirl. 105|Pirl.105,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
987,Gellep 106,,Gellep 106|Gellep106|Pirl. 106|Pirl.106,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
988,Gellep 128,,Gellep 128|Gellep128|Pirl. 128|Pirl.128,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),280,335,certain,Pirling 1966
989,Gellep 131,,Gellep 131|Gellep131|Pirl. 131|Pirl.131,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),400,520,certain,Pirling 1966
990,Gellep 131a,,Gellep 131a|Gellep131a|Pirl. 131a|Pirl.131a,terra nigra footed bowl,terra nigra voetkom,Terra Nigra Schüssel,Terra Nigra bol,terra nigra,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),450,520,certain,Pirling 1966
991,Gellep 131b,,Gellep 131b|Gellep131b|Pirl. 131b|Pirl.131b,bowl,kom,Schüssel,bol,,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),400,460,certain,Pirling 1966
992,Gellep 149,,Gellep 149|Gellep149|Pirl. 149|Pirl.149,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
993,Gellep 153,,Gellep 153|Gellep153|Pirl. 153|Pirl.153,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
994,Gellep 154,,Gellep 154|Gellep154|Pirl. 154|Pirl.154,pitcher,kan,,,,,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
995,Gellep 155,,Gellep 155|Gellep155|Pirl. 155|Pirl.155,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
996,Gellep 157/'Umbau' type 43,,Gellep 157/'Umbau' type 43|Gellep157/'Umbau' type 43|Pirl. 157/'Umbau' type 43|Pirl.157/'Umbau' type 43,convex-walled pottery,wolbwandvormig aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
997,Gellep 162,,Gellep 162|Gellep162|Pirl. 162|Pirl.162,carinated beaker,knikwandbeker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),320,430,certain,Pirling 1966
998,Gellep 273,,Gellep 273|Gellep273|Pirl. 273|Pirl.273,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),350,450,certain,Pirling 1966
999,Gellep 32,,Gellep 32|Gellep32|Pirl. 32|Pirl.32,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1000,Gellep 48,,Gellep 48|Gellep48|Pirl. 48|Pirl.48,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1001,Gellep 48-49,,Gellep 48-49|Gellep48-49|Pirl. 48-49|Pirl.48-49,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1002,Gellep 49,,Gellep 49|Gellep49|Pirl. 49|Pirl.49,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1003,Gellep 58,,Gellep 58|Gellep58|Pirl. 58|Pirl.58,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1004,Gellep 58-62,,Gellep 58-62|Gellep58-62|Pirl. 58-62|Pirl.58-62,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1005,Gellep 59,,Gellep 59|Gellep59|Pirl. 59|Pirl.59,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1006,Gellep 59-62,,Gellep 59-62|Gellep59-62|Pirl. 59-62|Pirl.59-62,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1007,Gellep 60,,Gellep 60|Gellep60|Pirl. 60|Pirl.60,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1008,Gellep 61,,Gellep 61|Gellep61|Pirl. 61|Pirl.61,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1009,Gellep 62,,Gellep 62|Gellep62|Pirl. 62|Pirl.62,beaker,beker,Becher,gobelet,,beaker,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1010,Gellep 66,,Gellep 66|Gellep66|Pirl. 66|Pirl.66,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,350,certain,Pirling 1966
1011,Gellep 67,,Gellep 67|Gellep67|Pirl. 67|Pirl.67,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,350,certain,Pirling 1966
1012,Gellep 67/69,,Gellep 67/69|Gellep67/69|Pirl. 67/69|Pirl.67/69,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,350,certain,Pirling 1966
1013,Gellep 69,,Gellep 69|Gellep69|Pirl. 69|Pirl.69,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,450,certain,Pirling 1966
1014,Gellep 71,,Gellep 71|Gellep71|Pirl. 71|Pirl.71,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1015,Gellep 71-72,,Gellep 71-72|Gellep71-72|Pirl. 71-72|Pirl.71-72,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1016,Gellep 72,,Gellep 72|Gellep72|Pirl. 72|Pirl.72,pottery,aardewerk,Topf,pot,,jar,Rhineland / Lower Rhine (Krefeld-Gellep),300,400,certain,Pirling 1966
1017,Haltern 1b,,Halt. 1b|Halt.1b|Ha. 1b|Ha.1b,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,,plate,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
1018,Haltern 40B,,Halt. 40B|Halt.40B|Ha. 40B|Ha.40B,thin-walled wheel-thrown pottery,"dunwandig aardewerk, gedraaid",Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
1019,Haltern 91,,Halt. 91|Halt.91|Ha. 91|Ha.91,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
1020,Hayes 91,,Hay. 91|Hay.91,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,,bowl,North Africa (Tunisia / Libya),400,550,certain,Hayes 1972
1021,Hermet 9,,,painted bowl,geverfde kom,Schüssel,bol,,bowl,,100,200,probable,
1022,Hofheim 89,,Hof. 89|Hof.89|Hofh. 89|Hofh.89,pottery,aardewerk,Topf,pot,,jar,Rhineland / Taunus region,40,100,certain,Ritterling 1912
1023,Holwerda 141,,Holw. 141|Holw.141|HBW 141|HBW141,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1024,Holwerda 142,,Holw. 142|Holw.142|HBW 142|HBW142,Belgian grey: pot,Belgisch grijs:pot,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1025,Holwerda 143,,Holw. 143|Holw.143|HBW 143|HBW143,Belgian grey: pot,Belgisch grijs:pot,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1026,Holwerda 151,,Holw. 151|Holw.151|HBW 151|HBW151,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1027,Holwerda 160,,Holw. 160|Holw.160|HBW 160|HBW160,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1028,Holwerda 161,,Holw. 161|Holw.161|HBW 161|HBW161,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
1029,Holwerda 17,,Holw. 17|Holw.17|HBW 17|HBW17,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
1030,Holwerda 17/18,,Holw. 17/18|Holw.17/18|HBW 17/18|HBW17/18,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
1031,Holwerda 18,,Holw. 18|Holw.18|HBW 18|HBW18,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
1032,Holwerda 35,,Holw. 35|Holw.35|HBW 35|HBW35,thin-walled Nijmegen pottery,dunwandig Nijmeegs aardewerk,Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Low Countries (Netherlands),-20,120,certain,Holwerda 1923
